CustomerID,Recency_scaled,Frequency_scaled,Monetary_scaled,Cluster_k3,Cluster_k5,Recency,Frequency,Monetary
14270,0.9039005340781973,-0.3690702464285427,-0.16208399391220366,0,3,331,1,492.65
14271,0.7183251401742233,-0.3690702464285427,-1.0490118355881646,0,3,225,1,112.32
14272,0.17961125833955535,0.0,-0.2328511361963863,0,4,73,2,437.96
14273,0.00936952474314159,0.4649735207179271,-0.08503548216313357,1,4,51,4,559.97
14276,0.32004964998830077,0.2618595071429148,0.3320736256906141,1,4,98,3,1119.74
14280,0.6520606923420712,-0.3690702464285427,-0.9433266117717776,0,3,196,1,134.04
14282,-1.2282579451576368,1.5237190142858297,1.0522919859044857,2,0,3,15,3701.44
14284,-0.2402146898412107,0.0,-0.04827573773440909,1,1,30,2,595.25
14285,-0.405690800867787,0.4649735207179271,0.6536956808972687,1,2,21,4,1910.01
14286,-0.36370647472778334,0.2618595071429148,1.1870001034651387,1,2,23,3,4628.75
14287,-0.836971657636088,0.2618595071429148,-0.778109699036944,1,1,8,3,176.63
14288,0.6919995920920387,-0.3690702464285427,-0.24865378197414703,0,3,213,1,426.6
14289,-0.836971657636088,0.7712437491614222,0.20802796024416453,1,2,8,6,911.26
14290,-0.6981606380623229,0.6309297535714574,0.7694477682423679,2,2,11,5,2314.65
14291,-1.562712108492176,1.261859507142915,1.081183733876015,2,0,1,11,3883.25
14292,-0.8938037818230972,1.0959032742893848,1.2178534169824484,2,0,7,9,4871.93
14293,-1.2282579451576368,0.4649735207179271,0.2913765461986628,1,2,3,4,1046.56
14295,-0.10531069860088949,-0.3690702464285427,-0.8145798021820491,0,1,40,1,166.20000000000002
14297,-0.5025174943015487,0.4649735207179271,0.4244255855608677,1,2,17,4,1305.33
14298,-0.836971657636088,2.464973520717927,2.6392631663783015,2,0,8,44,51527.3
14299,-0.836971657636088,1.0959032742893848,1.0938308774321353,2,0,8,9,3965.62
14300,-0.47642922941217053,-0.3690702464285427,-1.6164406118169392,0,1,18,1,43.2
14301,0.40476235077788275,-0.3690702464285427,-0.004527670793156194,0,4,117,1,640.14
14304,0.7118771774576228,-0.3690702464285427,-0.3127647764574473,0,3,222,1,383.45
14305,0.16639083236753036,0.2618595071429148,0.6373766474001805,1,4,71,3,1858.96
14306,0.00936952474314159,0.0,0.7089004480178264,1,4,51,2,2093.32
14307,0.2686697348046577,0.7712437491614222,0.9248385318368225,1,4,88,6,2995.7200000000003
14309,-0.836971657636088,1.0959032742893848,0.7792269859372539,2,2,8,9,2352.53
14311,0.7533202636498529,-0.3690702464285427,-0.4400443305444086,0,3,242,1,310.26
14312,-0.039410904771510984,0.7712437491614222,0.551364460615131,1,2,46,6,1611.59
14314,0.3575454287574991,-0.3690702464285427,-1.0094904029821268,0,3,106,1,120.0
14315,-0.06039313933757419,0.7712437491614222,0.8112906285210992,1,2,44,6,2481.13
14317,0.11703971637257636,-0.3690702464285427,-0.14294244835617562,0,1,64,1,508.58
14320,0.6759524716689128,0.0,-0.1805050716278593,0,3,206,2,477.79
14321,-0.7401449642023266,0.6309297535714574,0.5203675970583557,1,2,10,5,1530.75
14323,0.3923363757767996,0.0,-0.03844044211593784,0,4,114,2,605.06
14326,0.7533202636498529,-0.3690702464285427,-0.7540972849317213,0,3,242,1,183.85
14327,0.5635976280681896,-0.3690702464285427,-0.43735886982484756,0,3,163,1,311.65
14329,-0.5025174943015487,0.8927892607143721,1.2304973995470776,2,2,17,7,4975.24
14331,0.4325692830688266,0.0,-0.19985784252593772,0,4,124,2,462.66
14332,-0.38424214252171446,0.2618595071429148,0.15915948095680896,1,4,22,3,840.21
14333,0.1388110195737654,-0.3690702464285427,-0.2649398778869613,0,1,67,1,415.2
14334,-0.5300973070953137,1.0000000000000002,0.8283072249851421,2,2,16,8,2552.21
14336,-0.5300973070953137,0.4649735207179271,0.5526040067003731,1,2,16,4,1614.91
14338,0.5576771198890786,0.0,-0.05542391115005212,0,4,161,2,588.22
14339,0.7533202636498529,-0.3690702464285427,-0.44147889613045155,0,3,242,1,309.52
14340,0.7031436292963993,-0.3690702464285427,-0.9403881665212053,0,3,218,1,134.7
14341,-0.04978797918717493,1.0000000000000002,0.729733657144584,2,2,45,8,2166.98
14342,-0.405690800867787,0.4649735207179271,0.021612840752040945,1,2,21,4,668.56
14344,0.4440128715150607,1.0000000000000002,0.19376877027842693,1,4,127,8,889.9300000000001
14345,-0.1294414948306238,-0.3690702464285427,-1.0670426509642983,0,1,38,1,108.98
14346,0.4168763434220624,0.0,0.2768306987245753,1,4,120,2,1021.58
14348,0.7878003115843977,-0.3690702464285427,-0.2731482234292147,0,3,260,1,409.57
14349,-0.7401449642023266,-0.3690702464285427,-0.9457414961877552,0,1,10,1,133.5
14350,0.8130120723947015,-0.3690702464285427,-0.4954322114637818,0,3,274,1,282.93
14351,0.5665308611915009,-0.3690702464285427,-1.518491796101247,0,3,164,1,51.0
14352,0.5456136074837743,0.4649735207179271,0.3097347492225309,1,4,157,4,1078.96
14353,0.6964881394628443,-0.3690702464285427,-1.1772552369486817,0,3,215,1,90.6
14354,-1.0326148013968623,0.0,-0.8239522089948891,1,1,5,2,163.62
14355,0.9509449927946468,-0.3690702464285427,-0.7857238986630702,0,3,365,1,174.4
14356,0.21722889980995616,0.0,0.05032519887248978,1,4,79,2,701.23
14357,-0.07123663753324773,-0.3690702464285427,-0.6326421553973268,0,1,43,1,225.12
14359,-0.45167942685912266,0.2618595071429148,0.20863545919659415,1,2,19,3,912.18
14360,-0.22489545515401813,0.4649735207179271,0.7159697318586258,1,2,31,4,2118.03
14362,-0.38424214252171446,-0.3690702464285427,-0.8700431749021411,0,1,22,1,151.5
14364,0.3664811538104963,1.0000000000000002,1.0548763038028146,2,4,108,8,3717.35
14367,-0.836971657636088,1.578901923162566,1.6027539342858665,2,0,8,16,9227.82
14368,0.8861372264790353,-0.3690702464285427,-0.8563672488975274,0,3,319,1,155.0
14371,0.848519585008634,-0.3690702464285427,-1.1154024746819935,0,3,295,1,100.5
14373,0.9416271652029823,-0.3690702464285427,-1.2776084627524182,0,3,358,1,76.55
14375,0.6243367805886427,-0.3690702464285427,-0.6054390348512723,0,3,185,1,235.56
14377,0.639656015275835,0.0,-0.026633488459286196,0,4,191,2,617.05
14379,-0.06039313933757419,0.0,-0.3708976051333578,0,1,44,2,348.1
14381,0.018560571451014377,-0.3690702464285427,-0.6956329022370281,0,1,52,1,202.68
14382,-0.30687435054077433,-0.3690702464285427,-0.028156646247994695,1,1,26,1,615.49
14383,-0.1294414948306238,0.2618595071429148,0.39722811021168297,1,4,38,3,1247.69
14385,-0.786133590193662,0.2618595071429148,-0.6973219040031744,1,1,9,3,202.11
14386,0.8501469570836147,-0.3690702464285427,-0.9071247891645088,0,3,296,1,142.4
14387,-0.2100476571070129,0.2618595071429148,0.5932336063247959,1,4,32,3,1727.6
14388,-0.7401449642023266,1.0000000000000002,0.9669956897099626,2,2,10,8,3212.84
14389,0.1244065062275264,0.0,0.28959038187096847,1,4,65,2,1043.46
14390,-0.7401449642023266,1.0959032742893848,1.1887964840396885,2,0,10,9,4642.57
14393,0.7031436292963993,-0.3690702464285427,-1.3484496240655435,0,3,218,1,67.95
14395,-1.3670689647314018,1.0959032742893848,1.015106925617969,2,0,2,9,3479.91
14396,0.1244065062275264,0.0,-0.1678003590986524,0,4,65,2,487.99
14397,-1.3670689647314018,1.7268330278608421,0.8424794740337612,2,0,2,19,2612.96
14400,0.5205422352001655,-0.3690702464285427,-0.06941415623931005,0,3,149,1,574.7
14401,-1.1205877535282016,1.4021735027328797,1.1067373357563155,2,0,4,13,4051.48
14403,0.4551913335303976,0.4649735207179271,0.4983533674376262,1,4,130,4,1475.81
14404,-0.19564314376077413,0.7712437491614222,0.4874445660171621,1,2,33,6,1449.32
14406,0.4128720435707305,-0.3690702464285427,-0.8496439247516796,0,3,119,1,156.75
14407,0.3620339761283047,0.7712437491614222,0.7271566843179313,1,4,107,6,2157.73
14408,-0.7401449642023266,0.8927892607143721,0.8392590935364947,2,2,10,7,2599.03
14409,0.16639083236753036,0.7712437491614222,0.6990738528976896,1,4,71,6,2059.4500000000003
14410,0.28988261725410314,1.0959032742893848,0.32151137941237734,1,4,92,9,1100.27
14411,0.8723719878624252,-0.3690702464285427,0.30076150551535574,0,4,310,1,1063.0
14412,-0.08232943326112528,0.0,0.1066565640214448,1,4,42,2,770.03
14413,0.9469736505173758,-0.3690702464285427,-1.0042829949633962,0,3,362,1,121.05
14414,0.2846661841473646,0.8927892607143721,0.5069315860292948,1,4,91,7,1496.98
14415,-1.562712108492176,1.4021735027328797,1.328669568423371,2,0,1,13,5855.57
14416,-0.38424214252171446,0.0,-0.16505807960849936,1,1,22,2,490.22
14418,-1.2282579451576368,0.2618595071429148,0.6622259422710113,1,2,3,3,1937.25
14419,-0.7401449642023266,0.7712437491614222,0.2943780309920153,1,2,10,6,1051.79
14420,0.3248990914393916,-0.3690702464285427,-0.30641788580459295,0,3,99,1,387.52
14421,0.062059860728309484,0.0,0.13942383409128592,1,4,57,2,813.11
14422,-1.8971662718267155,0.7712437491614222,1.1374919296259072,2,0,0,6,4263.64
14423,0.7031436292963993,-0.3690702464285427,-0.5342936678777505,0,3,218,1,265.2
14424,-0.5025174943015487,-0.3690702464285427,-0.4175811689192217,0,1,17,1,322.08
14426,-0.36370647472778334,1.1826583386441383,1.1675427914634589,2,0,23,10,4481.67
14427,0.0,0.0,-0.34514513963557414,0,1,50,2,363.34
14428,-0.8938037818230972,0.6309297535714574,0.3857135764832874,1,2,7,5,1224.06
14431,0.859797586036773,-0.3690702464285427,-0.18993114303987832,0,3,302,1,470.36
14432,-0.786133590193662,0.7712437491614222,0.7519802813078895,2,2,9,6,2248.5
14434,-0.405690800867787,0.7712437491614222,0.4547765048856503,1,2,21,6,1372.8
14436,0.32004964998830077,-0.3690702464285427,-1.1874739698348646,0,3,98,1,89.06
14437,0.9509449927946468,-0.3690702464285427,-1.3933492669273388,0,3,365,1,63.0
14438,0.866125747072179,-0.3690702464285427,-0.9529540488114622,0,3,306,1,131.9
14440,-0.836971657636088,0.6309297535714574,0.7805443566295824,2,2,8,5,2357.6800000000003
14441,-1.8971662718267155,0.4649735207179271,0.5880828872852544,2,2,0,4,1712.89
14443,0.02757981279376517,0.4649735207179271,0.47522038857391086,1,4,53,4,1420.2
14446,-1.8971662718267155,0.4649735207179271,0.27017531041649806,2,2,0,4,1010.35
14447,-0.47642922941217053,0.6309297535714574,0.3550185477960474,1,2,18,5,1163.23
14448,-0.786133590193662,0.0,-0.3255986027621859,1,1,9,2,375.35
14449,-0.47642922941217053,0.4649735207179271,0.19096843350415602,1,2,18,4,885.8000000000001
14450,0.6111884094756851,0.2618595071429148,-0.17367102083769903,0,4,180,3,483.25
14451,0.08639352236479389,0.0,-0.0010034765479960126,1,4,60,2,643.9
14452,-0.7401449642023266,0.0,-0.5483809759165896,1,1,10,2,259.05
14453,0.6371363470810009,-0.3690702464285427,-1.0098391685149812,0,3,190,1,119.93
14456,-1.0326148013968623,1.0959032742893848,0.9291590935896786,2,2,5,9,3017.28
14457,0.8723719878624252,-0.3690702464285427,-1.0420319971693581,0,3,310,1,113.64
14459,0.5394668318384552,-0.3690702464285427,0.6305201011553353,1,4,155,1,1837.92
14460,0.3752544021003293,0.2618595071429148,-0.23784200100508743,0,4,110,3,434.34
14461,0.517314695655502,0.2618595071429148,0.7116968733237472,1,4,148,3,2103.06
14462,0.1316625130805325,1.261859507142915,0.6755478136873923,2,2,66,11,1980.57
14463,0.32004964998830077,0.2618595071429148,-0.1185579763818438,1,4,98,3,529.62
14465,0.7611982404886077,0.2618595071429148,0.28668667404814846,1,4,246,3,1038.44
14466,-0.2560362830983483,0.8927892607143721,0.7583498524051832,2,2,29,7,2272.4
14467,-0.5025174943015487,0.4649735207179271,-0.04725568964358121,1,2,17,4,596.26
14470,-0.6981606380623229,0.0,-0.20177166786710418,1,1,11,2,461.19
14472,0.3438236880776809,1.0000000000000002,0.6353350144732502,1,4,103,8,1852.67
14473,0.18608807186562598,0.0,-0.6085553118413312,0,3,74,2,234.34000000000003
14474,-0.039410904771510984,-0.3690702464285427,-0.09840829950374222,0,1,46,1,547.66
14475,0.16639083236753036,0.2618595071429148,0.21759069102307865,1,4,71,3,925.85
14476,0.7822220371687278,-0.3690702464285427,-0.7249791536176744,0,3,257,1,193.0
14477,-0.45167942685912266,0.4649735207179271,0.4263923909363676,1,2,19,4,1309.6
14479,0.7746825812311168,0.0,-0.42855610344935563,0,3,253,2,316.25
14480,-0.6981606380623229,-0.3690702464285427,-0.5037249907420374,1,1,11,1,279.05
14481,0.5665308611915009,0.0,-0.007949681317336086,0,4,164,2,636.51
14482,-0.47642922941217053,0.7712437491614222,0.6882600371143989,2,2,18,6,2022.81
14483,0.8251405656583424,-0.3690702464285427,-0.9298220802280666,0,3,281,1,137.1
14484,0.0,-0.3690702464285427,-0.41787971591518497,0,1,50,1,321.92
14485,-0.1294414948306238,-0.3690702464285427,-0.82696182016539,0,1,38,1,162.8
14487,-0.30687435054077433,0.7712437491614222,0.3561821904858326,1,2,26,6,1165.48
14488,0.1388110195737654,-0.3690702464285427,0.301486112438561,1,4,67,1,1064.28
14489,0.6782778514122204,-0.3690702464285427,-0.19892267133326563,0,3,207,1,463.38
14491,0.5976716891358311,0.0,-0.3834048908635324,0,3,175,2,340.93
14493,-0.8938037818230972,0.6309297535714574,0.7870403337487573,2,2,7,5,2383.24
14494,-0.3250846385913979,-0.3690702464285427,-0.919180723830842,0,1,25,1,139.56
14495,0.0,0.0,-0.9908540231666125,0,1,50,2,123.8
14496,0.8739209951729948,0.0,-0.10820910136742427,0,3,311,2,538.8100000000001
14497,0.8708179917918428,-0.3690702464285427,-0.18355904608534648,0,3,309,1,475.37
14498,-0.08232943326112528,0.6309297535714574,0.6684345463028032,1,2,42,5,1957.32
14499,-0.30687435054077433,0.2618595071429148,0.13595664408362354,1,4,26,3,808.44
14500,0.2686697348046577,0.2618595071429148,-0.35597767585087087,0,4,88,3,356.85
14501,0.6191203474819041,0.0,-0.5668304827610253,0,3,183,2,251.21
14502,-0.45167942685912266,1.261859507142915,0.7987038336800862,2,2,19,11,2429.83
14503,-1.2282579451576368,0.7712437491614222,1.0259768565708782,2,2,3,6,3543.26
14504,-0.029252311393243784,0.4649735207179271,0.025828677260394766,1,4,47,4,673.26
14505,-0.5025174943015487,1.0000000000000002,1.3290666649812375,2,0,17,8,5859.43
14506,-0.5025174943015487,0.6309297535714574,0.6694585153448671,1,2,17,5,1960.65
14507,-0.36370647472778334,0.7712437491614222,0.4526142063158546,1,2,23,6,1367.88
14508,-0.38424214252171446,0.0,-0.5278754047106029,1,1,22,2,268.05
14511,-0.6981606380623229,0.6309297535714574,0.4287835088974839,1,2,11,5,1314.81
14512,0.6294974218975681,0.0,-0.5118934613444455,0,3,187,2,275.28
14513,0.32970027894145965,0.2618595071429148,-0.20911861820426156,0,4,100,3,455.59
14514,0.09423947349332881,0.2618595071429148,0.2580461267677993,1,4,61,3,990.2
14515,-0.5025174943015487,0.7712437491614222,0.7041536704559724,2,2,17,6,2076.89
14517,-0.19564314376077413,0.0,-0.40216612353033976,1,1,33,2,330.45
14518,0.11703971637257636,-0.3690702464285427,-0.7858269904446787,0,3,64,1,174.37
14520,-1.562712108492176,0.0,-0.5221901172875454,1,1,1,2,270.6
14522,-0.3440092352296877,0.4649735207179271,0.24844816053977814,1,2,24,4,974.54
14523,0.3664811538104963,-0.3690702464285427,-0.5915122256955272,0,3,108,1,241.09
14524,-0.22489545515401813,1.0959032742893848,0.6324539518316669,2,2,31,9,1843.83
14525,-0.45167942685912266,1.0959032742893848,1.130707122307762,2,2,19,9,4215.9
14527,-1.3670689647314018,2.664033009875795,1.5537496602511045,2,0,2,55,8507.13
14528,-0.141975066077631,-0.3690702464285427,-0.3436911975754241,0,1,37,1,364.22
14529,0.08639352236479389,0.2618595071429148,-0.06533467335740398,1,4,60,3,578.61
14530,-0.3250846385913979,0.7712437491614222,0.8973498156513613,2,2,25,6,2862.11
14532,0.7412567512445486,0.4649735207179271,0.22212539522414934,1,4,236,4,932.85
14533,-0.3440092352296877,0.8927892607143721,0.6660910231036374,2,2,24,7,1949.72
14534,-1.3670689647314018,1.6801438592463753,1.15609119742152,2,0,2,18,4397.3
14535,0.08639352236479389,0.2618595071429148,0.895817516442842,1,4,60,3,2854.84
14536,0.7859480430416554,-0.3690702464285427,-0.7976965767535983,0,3,259,1,170.95
14537,0.062059860728309484,-0.3690702464285427,-0.35815422204741815,0,1,57,1,355.56
14538,0.11703971637257636,0.0,-0.30528653567200625,0,1,64,2,388.25
14539,-0.5593496184885577,0.0,-0.10969586358367674,1,1,15,2,537.48
14540,-0.786133590193662,0.2618595071429148,0.23477673131546598,1,2,9,3,952.66
14541,0.07030818744334325,1.0000000000000002,0.4891169413669567,1,2,58,8,1453.35
14542,0.6243367805886427,-0.3690702464285427,-1.099290679023798,0,3,185,1,103.25
14543,-0.2723943026062298,1.578901923162566,1.0355037309215347,2,0,28,16,3599.73
14544,-0.3440092352296877,0.0,0.6827223861129996,1,2,24,2,2004.3
14546,-1.0326148013968623,0.6309297535714574,0.833412601507172,2,2,5,5,2573.93
14547,-1.2282579451576368,1.0000000000000002,1.0952165036297032,2,0,3,8,3974.75
14548,0.5237483291410191,0.0,0.0072571539612882865,0,4,150,2,652.8
14549,0.8739209951729948,-0.3690702464285427,-0.48218478312053326,0,3,311,1,289.24
14550,-0.7401449642023266,0.0,0.09667846587022476,1,1,10,2,757.3700000000001
14551,-0.47642922941217053,0.0,-0.7463869758880549,0,1,18,2,186.23
14552,0.5269332605914481,-0.3690702464285427,-0.8217595371520092,0,3,151,1,164.22
14553,-0.45167942685912266,0.6309297535714574,0.1726627663497704,1,2,19,5,859.27
14554,-0.7401449642023266,0.4649735207179271,0.7602265283280878,1,2,10,4,2279.49
14555,0.062059860728309484,0.0,-0.43564566454840115,0,1,57,2,312.54
14557,0.252124730073414,-0.3690702464285427,0.12083220144953045,0,4,85,1,788.38
14560,-0.8938037818230972,1.854049830200271,0.749098594312651,2,0,7,22,2237.77
14561,0.1924790972569085,0.2618595071429148,0.3107384364485558,1,4,75,3,1080.76
14562,-1.2282579451576368,1.6801438592463753,1.234304073138766,2,0,3,18,5006.77
14565,0.3052018519412955,0.4649735207179271,0.945283320070362,1,4,95,4,3099.12
14567,0.05366807768314334,0.0,0.5202141257313558,1,4,56,2,1530.36
14569,-1.562712108492176,-0.3690702464285427,-0.6266219507121399,1,1,1,1,227.39
14570,0.8234264773092309,0.0,-0.6517596378523602,0,3,280,2,218.06
14572,-1.2282579451576368,0.8927892607143721,0.8851076923236796,2,2,3,7,2804.54
14573,0.6085151873315049,1.0959032742893848,0.5618238953137473,1,4,179,9,1639.82
14576,0.960086287957098,-0.3690702464285427,-1.7334568371719736,0,3,372,1,35.400000000000006
14577,-0.6595388019259375,0.4649735207179271,0.17297094467783938,1,2,12,4,859.71
14578,-1.2282579451576368,-0.3690702464285427,-0.8058836270980085,1,1,3,1,168.63
14581,-0.5300973070953137,-0.3690702464285427,-0.923311123108957,0,1,16,1,138.6
14582,-0.10531069860088949,-0.3690702464285427,-1.039566138532045,0,1,40,1,114.11
14583,-1.0326148013968623,0.6309297535714574,0.256072842174006,1,2,5,5,986.96
14584,0.5809353745377399,0.4649735207179271,0.2835591227437379,1,4,169,4,1033.06
14585,0.0,-0.3690702464285427,-0.8484988482784528,0,1,50,1,157.05
14586,0.8165085758314399,-0.3690702464285427,-0.6008704745925941,0,3,276,1,237.36
14587,-0.47642922941217053,1.0959032742893848,0.5395513334649106,2,2,18,9,1580.29
14589,0.9587909439231818,-0.3690702464285427,-1.6654207359936875,0,3,371,1,39.75
14591,-0.5593496184885577,0.4649735207179271,0.43125185568464536,1,2,15,4,1320.21
14592,-0.16806333096700918,0.2618595071429148,-0.08722041767331429,1,4,35,3,557.9399999999999
14593,-0.405690800867787,0.2618595071429148,-0.026535981302338522,1,1,21,3,617.15
14594,-0.8938037818230972,0.0,-0.3451616818765286,1,1,7,2,363.33
14595,-0.45167942685912266,0.7712437491614222,0.5977492130432503,1,2,19,6,1740.6
14597,-0.6981606380623229,0.0,0.1775261641803458,1,1,11,2,866.24
14598,-0.06039313933757419,-0.3690702464285427,-0.6410970758048226,0,1,44,1,221.97
14600,0.8645514704298531,-0.3690702464285427,-0.297471846902469,0,3,305,1,393.33
14601,-0.7401449642023266,-0.3690702464285427,-0.6631467150552194,0,1,10,1,213.96
14603,0.8130120723947015,-0.3690702464285427,0.013858042118627631,0,3,274,1,660.0
14606,-1.562712108492176,3.135485128951194,1.7648683929514897,2,0,1,93,12076.15
14607,-0.5593496184885577,1.4649735207179273,1.9422670548194878,2,0,15,14,16209.5
14608,-1.1205877535282016,0.4649735207179271,0.6129721422678154,2,2,4,4,1785.15
14609,0.17304632220108546,0.4649735207179271,-0.041931079324999954,1,4,72,4,601.56
14616,0.7533202636498529,0.2618595071429148,-0.2782932290713926,0,3,242,3,406.08
14618,-0.786133590193662,0.2618595071429148,-0.09209229893442002,1,1,9,3,553.44
14619,0.7592407718289634,-0.3690702464285427,-0.29577771249065515,0,3,245,1,394.44
14620,0.6736158309628445,0.0,-0.2684544641029836,0,3,205,2,412.78
14621,-1.562712108492176,0.6309297535714574,0.6140543045280906,2,2,1,5,1788.36
14622,0.6217356133035294,-0.3690702464285427,-0.4203858698008287,0,3,184,1,320.58000000000004
14623,-0.2100476571070129,0.6309297535714574,0.19157978612034096,1,2,32,5,886.7
14624,0.062059860728309484,0.0,-0.6306995748820096,0,1,57,2,225.85
14625,0.6520606923420712,0.0,0.2002951126427114,0,4,196,2,899.63
14626,-0.36370647472778334,0.4649735207179271,0.8822502411721941,1,2,23,4,2791.27
14628,0.2846661841473646,0.0,0.02466554206393081,1,4,91,2,671.96
14629,-1.1205877535282016,0.0,0.2364176371973836,1,2,4,2,955.26
14631,0.0,0.2618595071429148,0.2681636797913198,1,4,50,3,1006.98
14632,0.7914836528511833,-0.3690702464285427,-1.0372146266305686,0,3,262,1,114.56
14633,0.7987670418999716,-0.3690702464285427,-0.3764476114163997,0,3,266,1,344.90000000000003
14636,-0.15484290499498438,0.0,-0.033695788322263685,1,1,36,2,609.85
14638,0.0,-0.3690702464285427,-0.2251567463219798,0,1,50,1,443.6
14639,0.018560571451014377,0.7712437491614222,0.9225757439563513,1,2,52,6,2984.49
14640,-0.3440092352296877,0.7712437491614222,0.7129330353634779,1,2,24,6,2107.38
14641,-0.405690800867787,-0.3690702464285427,-1.0589863192193372,0,1,21,1,110.46
14642,0.07030818744334325,-0.3690702464285427,-1.1419880938095277,0,3,58,1,96.12
14643,0.5837653847784572,0.0,0.04392307047190744,0,4,170,2,693.81
14644,0.1388110195737654,0.0,0.1523506350370244,1,4,67,2,830.76
14645,0.5425500075866052,0.0,-0.04641872269484114,0,4,156,2,597.09
14647,0.6641544422759992,-0.3690702464285427,-0.6042173619955812,0,3,201,1,236.04
14649,-1.1205877535282016,0.4649735207179271,0.4677058200835314,1,2,4,4,1402.59
14651,0.1388110195737654,0.0,0.008132255790917359,1,4,67,2,653.75
14652,0.20501266850391572,-0.3690702464285427,-1.039199744656464,0,3,77,1,114.18
14653,-1.562712108492176,0.8927892607143721,0.6589208653630337,2,2,1,7,1926.65
14655,-0.836971657636088,0.4649735207179271,0.6606629667633324,1,2,8,4,1932.23
14656,0.5809353745377399,0.0,-0.47843793685765634,0,3,169,2,291.05
14657,-0.5025174943015487,0.4649735207179271,0.1648711601565718,1,2,17,4,848.22
14658,-1.0326148013968623,0.0,-0.5766113691265989,1,1,5,2,247.15
14659,-0.836971657636088,1.0959032742893848,0.8230248929361581,2,2,8,9,2529.93
14660,0.25770300448908384,0.0,-0.4894968110916112,0,3,86,2,285.74
14661,-0.30687435054077433,-0.3690702464285427,-1.0727136605839298,0,1,26,1,107.95
14662,-0.2723943026062298,0.4649735207179271,0.08382689509973558,1,4,28,4,741.37
14664,-0.45167942685912266,0.0,-0.008204989057823442,1,1,19,2,636.24
14665,0.08639352236479389,0.6309297535714574,0.6297920738749744,1,4,60,5,1835.7
14666,-0.3440092352296877,-0.3690702464285427,-0.7180293961210273,0,1,24,1,195.25
14667,-0.7401449642023266,1.9656472730442505,1.5992972215464178,2,0,10,25,9175.04
14669,0.751330506756602,0.2618595071429148,0.40277719984246696,1,4,241,3,1259.24
14670,0.8234264773092309,0.0,-0.29819062067374125,0,3,280,2,392.86
14672,0.737167613527003,0.0,0.10314446498658304,0,4,234,2,765.55
14673,-1.2282579451576368,0.6309297535714574,0.5962940210225518,2,2,3,5,1736.4
14675,-0.5300973070953137,-0.3690702464285427,-0.047154788647919665,1,1,16,1,596.36
14676,-0.22489545515401813,0.7712437491614222,0.8273693670251974,1,2,31,6,2548.24
14680,-0.3250846385913979,1.578901923162566,2.2877036262560644,2,0,25,16,28754.11
14681,0.16639083236753036,0.2618595071429148,-0.15444106150560935,1,4,71,3,498.95
14682,0.6294974218975681,0.0,-1.5070116064109336,0,3,187,2,52.0
14684,-0.3250846385913979,0.6309297535714574,0.3745162972567336,1,2,25,5,1201.51
14687,0.3575454287574991,-0.3690702464285427,-0.015685082299625175,0,4,106,1,628.38
14688,-0.8938037818230972,1.8135880922155958,1.2995249566862501,2,0,7,21,5579.1
14689,0.6805920782122185,-0.3690702464285427,-1.0464643499956474,0,3,208,1,112.8
14690,-0.06039313933757419,0.0,-0.3590168898116226,0,1,44,2,355.05
14691,-0.2402146898412107,0.6309297535714574,0.7149164628923944,1,2,30,5,2114.33
14692,0.48030932790813896,0.4649735207179271,-0.05202736395059354,1,4,137,4,591.5500000000001
14693,0.7951390897495282,-0.3690702464285427,-0.7909002122093509,0,3,264,1,172.9
14696,-1.1205877535282016,0.8927892607143721,0.7047508772158718,2,2,4,7,2078.9500000000003
14697,0.7031436292963993,0.0,-0.7387740611052795,0,3,218,2,188.61
14698,-1.562712108492176,0.6309297535714574,0.3823638141338698,2,2,1,5,1217.27
14699,0.6942490850373886,-0.3690702464285427,-1.06622120919099,0,3,214,1,109.13
14700,-0.2100476571070129,0.2618595071429148,0.7375006669910624,1,2,32,3,2195.1
14701,-0.7401449642023266,1.0959032742893848,0.8221097772545184,2,2,10,9,2526.09
14702,-1.562712108492176,1.6309297535714573,0.9742560794333066,2,0,1,17,3251.79
14703,-0.5904904464328878,-0.3690702464285427,-0.4249196003747134,1,1,14,1,318.17
14704,-0.6981606380623229,1.0959032742893848,0.5057153039389235,2,2,11,9,1493.96
14705,0.6569346263371555,-0.3690702464285427,-0.7701215530525256,0,3,198,1,179.0
14708,-1.3670689647314018,0.2618595071429148,0.3356284853663609,1,2,2,3,1126.37
14709,-0.5593496184885577,1.4021735027328797,1.223897016740804,2,0,15,13,4921.04
14710,-0.5904904464328878,0.4649735207179271,-0.04401513315452915,1,2,14,4,599.48
14711,-0.7401449642023266,1.261859507142915,0.8925969232862789,2,2,10,11,2839.62
14712,-0.2560362830983483,0.2618595071429148,0.21185421097044801,1,4,29,3,917.07
14713,-0.786133590193662,1.261859507142915,0.8537269641085018,2,2,9,11,2662.2
14714,-0.3440092352296877,-0.3690702464285427,-0.8366424826490272,0,1,24,1,160.19
14715,-0.3440092352296877,0.4649735207179271,0.17831789126068756,1,2,24,4,867.38
14716,-0.07123663753324773,0.0,-0.4453928086913406,0,1,43,2,307.51
14719,-1.562712108492176,0.6309297535714574,0.5401418100035981,2,2,1,5,1581.84
14720,-1.0326148013968623,0.2618595071429148,0.01732198014044223,1,2,5,3,663.8100000000001
14722,0.5140654216740944,-0.3690702464285427,-0.765385640991691,0,3,147,1,180.42
14723,-0.7401449642023266,0.7712437491614222,0.33348091865009866,1,2,10,6,1122.36
