InvoiceNo,CustomerID,InvoiceDate,InvoiceValue,TotalQuantity,ProductDiversity,LineCount,InvoiceValue_robust_z,TotalQuantity_robust_z,ProductDiversity_robust_z,InvoiceValue_iqr_flag,TotalQuantity_iqr_flag,ProductDiversity_iqr_flag,AnomalyFlag_N0,AnomalyFlag_N0_highconfidence,AnomalyFlag_N0_candidate,LikelyDataError
537136,12748,2010-12-05 12:42:00,267.46,147,34,34,-0.14278024657440158,-0.014824175824175823,1.28155,False,False,False,False,False,False,False
537137,16327,2010-12-05 12:43:00,535.6,392,66,66,1.0994356949071058,1.8011373626373628,3.4399499999999996,False,False,True,True,False,False,False
537138,17211,2010-12-05 12:44:00,273.3,204,33,33,-0.1157251966070262,0.40766483516483515,1.2141,False,False,False,False,False,False,False
537139,17026,2010-12-05 12:47:00,33.15,25,3,3,-1.2282714722346237,-0.9190989010989011,-0.8093999999999999,False,False,False,False,False,False,False
537140,12748,2010-12-05 12:53:00,65.57,51,33,36,-1.0780788832034067,-0.7263846153846154,1.2141,False,False,False,False,False,False,False
537141,15570,2010-12-05 12:57:00,517.65,165,37,44,1.0162784779697107,0.11859340659340659,1.4839,False,False,False,False,False,False,False
537142,12748,2010-12-05 12:57:00,41.45,16,15,15,-1.189819945739895,-0.9858076923076923,0.0,False,False,False,False,False,False,False
537144,15880,2010-12-05 13:00:00,329.03,202,95,96,0.14245595659191596,0.3928406593406593,5.396,False,False,True,True,True,True,False
537153,16718,2010-12-05 13:03:00,606.0500000000001,407,41,44,1.4258103987087476,1.9123186813186812,1.7536999999999998,False,False,False,False,False,False,False
537154,15808,2010-12-05 13:05:00,953.0500000000001,327,54,55,3.033362169030531,1.3193516483516483,2.63055,True,False,False,True,False,False,False
537155,12748,2010-12-05 13:05:00,73.72,63,30,30,-1.0403222638140046,-0.6374395604395604,1.01175,False,False,False,False,False,False,False
537156,17858,2010-12-05 13:08:00,236.25,75,17,17,-0.2873672516226518,-0.5484945054945055,0.1349,False,False,False,False,False,False,False
537158,16393,2010-12-05 13:10:00,184.8,86,10,10,-0.5257203887496136,-0.46696153846153843,-0.33725,False,False,False,False,False,False,False
537159,14527,2010-12-05 13:17:00,292.95,60,28,28,-0.024692365809265357,-0.6596758241758242,0.8768499999999999,False,False,False,False,False,False,False
537160,14161,2010-12-05 13:18:00,283.15,128,26,26,-0.07009296335725813,-0.15565384615384617,0.74195,False,False,False,False,False,False,False
537163,17863,2010-12-05 13:21:00,384.71999999999997,276,21,21,0.40045180122943785,0.9413351648351649,0.40469999999999995,False,False,False,False,False,False,False
537176,16411,2010-12-05 13:26:00,128.55,69,19,20,-0.7863105532470208,-0.592967032967033,0.2698,False,False,False,False,False,False,False
537179,13767,2010-12-05 13:29:00,806.28,284,13,13,2.3534187300388067,1.0006318681318682,-0.1349,False,False,False,False,False,False,False
537192,16402,2010-12-05 13:42:00,205.65,102,53,54,-0.42912830110924133,-0.34836813186813187,2.5631,False,False,False,False,False,False,False
537193,15023,2010-12-05 13:49:00,429.40000000000003,226,32,34,0.6074414643360009,0.5707307692307693,1.14665,False,False,False,False,False,False,False
537194,17402,2010-12-05 13:53:00,271.2,80,1,1,-0.12545389608159616,-0.5114340659340659,-0.9442999999999999,False,False,False,False,False,False,False
537195,15311,2010-12-05 13:55:00,635.64,298,32,32,1.562892407019472,1.1044010989010988,1.14665,False,False,False,False,False,False,False
537196,15426,2010-12-05 13:55:00,382.57,149,74,76,0.39049146605309265,0.0,3.9795499999999997,False,False,True,True,False,True,False
537199,15894,2010-12-05 14:06:00,151.44,111,32,34,-0.6802677289742093,-0.2816593406593407,1.14665,False,False,False,False,False,False,False
537200,15867,2010-12-05 14:17:00,111.65,46,28,28,-0.8646034204471307,-0.763445054945055,0.8768499999999999,False,False,False,False,False,False,False
537202,14506,2010-12-05 14:25:00,257.0,106,43,45,-0.1912384353858305,-0.3187197802197802,1.8885999999999998,False,False,False,False,False,False,False
537204,15555,2010-12-05 14:45:00,198.43,293,32,32,-0.46257649644561966,1.0673406593406594,1.14665,False,False,False,False,False,False,False
537205,13034,2010-12-05 14:52:00,165.86,116,11,11,-0.6134639925821628,-0.2445989010989011,-0.2698,False,False,False,False,False,False,False
537206,15235,2010-12-05 15:02:00,85.55000000000001,25,4,4,-0.9855172567739278,-0.9190989010989011,-0.74195,False,False,False,False,False,False,False
537207,17402,2010-12-05 15:06:00,188.77,40,23,23,-0.507328514028641,-0.8079175824175824,0.5396,False,False,False,False,False,False,False
537208,15889,2010-12-05 15:12:00,272.07,141,57,59,-0.1214234348707029,-0.05929670329670329,2.8329,False,False,False,False,False,False,False
537209,14606,2010-12-05 15:12:00,192.68,83,41,42,-0.48921460214979906,-0.4891978021978022,1.7536999999999998,False,False,False,False,False,False,False
537210,15953,2010-12-05 15:15:00,207.74,100,15,15,-0.4194459287750265,-0.3631923076923077,0.0,False,False,False,False,False,False,False
537211,16143,2010-12-05 15:18:00,355.75,145,16,16,0.26624207562072894,-0.029648351648351647,0.06745,False,False,False,False,False,False,False
537213,12748,2010-12-05 15:26:00,8.65,7,6,6,-1.3417729661046056,-1.0525164835164835,-0.60705,False,False,False,False,False,False,False
537214,16422,2010-12-05 15:35:00,1668.2,2048,13,13,6.3464476115251225,14.075554945054943,-0.1349,True,True,False,True,True,True,False
537215,12747,2010-12-05 15:38:00,358.56,108,7,7,0.2792600020605105,-0.30389560439560437,-0.5396,False,False,False,False,False,False,False
537216,15502,2010-12-05 15:40:00,569.5,240,18,18,1.2564847007108764,0.6745,0.20234999999999997,False,False,False,False,False,False,False
537217,15502,2010-12-05 15:40:00,167.2,16,4,4,-0.6072561557745803,-0.9858076923076923,-0.74195,False,False,False,False,False,False,False
537219,14081,2010-12-05 15:47:00,423.52,252,67,69,0.5802011058072051,0.763445054945055,3.5073999999999996,False,False,True,True,False,True,False
537221,17965,2010-12-05 15:54:00,37.35,14,7,7,-1.2088140732854837,-1.0006318681318682,-0.5396,False,False,False,False,False,False,False
537222,14404,2010-12-05 16:00:00,129.23,56,25,25,-0.7831603077028745,-0.6893241758241758,0.6745,False,False,False,False,False,False,False
537223,13579,2010-12-05 16:10:00,164.7,46,9,9,-0.6188379408633539,-0.763445054945055,-0.40469999999999995,False,False,False,False,False,False,False
537224,13174,2010-12-05 16:24:00,1369.06,674,122,152,4.960617534942822,3.891346153846154,7.217149999999999,True,True,True,True,True,True,False
537225,12748,2010-12-05 16:41:00,491.38,310,60,63,0.8945770802568773,1.1933461538461538,3.03525,False,False,True,True,False,False,False
537226,15987,2010-12-06 08:34:00,113.48,86,9,9,-0.8561255537621484,-0.46696153846153843,-0.40469999999999995,False,False,False,False,False,False,False
537227,17677,2010-12-06 08:42:00,922.4,700,20,20,2.8913694838421655,4.08406043956044,0.33725,True,True,False,True,False,True,False
537228,17677,2010-12-06 08:43:00,25.200000000000003,12,1,1,-1.2651015488169237,-1.0154560439560438,-0.9442999999999999,False,False,False,False,False,False,False
537229,17677,2010-12-06 08:44:00,17.4,12,1,1,-1.3012367182938975,-1.0154560439560438,-0.9442999999999999,False,False,False,False,False,False,False
537231,13652,2010-12-06 09:21:00,308.8,112,18,18,0.04873615165355972,-0.27424725274725276,0.20234999999999997,False,False,False,False,False,False,False
537233,17428,2010-12-06 09:37:00,353.0,148,9,9,0.2535021120230779,-0.007412087912087912,-0.40469999999999995,False,False,False,False,False,False,False
537235,17381,2010-12-06 09:45:00,2567.6400000000003,1464,5,5,10.513295923623755,9.746895604395604,-0.6745,True,True,False,True,True,True,False
537236,16858,2010-12-06 09:52:00,375.69000000000005,91,9,10,0.3586183934887878,-0.4299010989010989,-0.40469999999999995,False,False,False,False,False,False,False
537238,16161,2010-12-06 10:03:00,164.2,88,15,15,-0.6211542978811085,-0.45213736263736265,0.0,False,False,False,False,False,False,False
537239,18219,2010-12-06 10:05:00,210.19,67,13,13,-0.4080957793880284,-0.6077912087912087,-0.1349,False,False,False,False,False,False,False
537241,14293,2010-12-06 10:18:00,364.92,172,15,15,0.3087240633263508,0.17047802197802198,0.0,False,False,False,False,False,False,False
537242,14748,2010-12-06 10:19:00,412.22,282,29,29,0.5278514372059483,0.9858076923076923,0.9442999999999999,False,False,False,False,False,False,False
537243,16638,2010-12-06 10:19:00,50.400000000000006,24,2,2,-1.1483571551220852,-0.926510989010989,-0.8768499999999999,False,False,False,False,False,False,False
537244,17674,2010-12-06 10:20:00,300.66,349,11,11,0.011025859404512763,1.4824175824175825,-0.2698,False,False,False,False,False,False,False
537245,14748,2010-12-06 10:24:00,58.2,48,3,3,-1.1122219856451117,-0.748620879120879,-0.8093999999999999,False,False,False,False,False,False,False
537247,13094,2010-12-06 10:34:00,223.68,192,3,3,-0.3456004670490057,0.3187197802197802,-0.8093999999999999,False,False,False,False,False,False,False
537248,15899,2010-12-06 10:36:00,56.25,39,4,4,-1.1212557780143548,-0.8153296703296703,-0.74195,False,False,False,False,False,False,False
537249,16955,2010-12-06 10:38:00,33.0,20,1,1,-1.22896637933995,-0.9561593406593406,-0.9442999999999999,False,False,False,False,False,False,False
537254,15898,2010-12-06 11:01:00,377.64,207,55,57,0.36765218585803094,0.4299010989010989,2.698,False,False,False,False,False,False,False
537255,14443,2010-12-06 11:03:00,303.5,163,20,20,0.024182767265359516,0.10376923076923077,0.33725,False,False,False,False,False,False,False
537256,16210,2010-12-06 11:06:00,2263.8,796,11,11,9.105692091074559,4.795620879120879,-0.2698,True,True,False,True,True,True,False
537257,17691,2010-12-06 11:10:00,142.5,58,9,9,-0.7216841924516638,-0.6745,-0.40469999999999995,False,False,False,False,False,False,False
537258,17227,2010-12-06 11:16:00,142.25,92,10,10,-0.7228423709605413,-0.422489010989011,-0.33725,False,False,False,False,False,False,False
537262,15039,2010-12-06 11:26:00,585.41,256,54,54,1.3301911810158318,0.7930934065934065,2.63055,False,False,False,False,False,False,False
537265,15919,2010-12-06 11:26:00,214.07999999999998,175,38,39,-0.39007452178989666,0.1927142857142857,1.55135,False,False,False,False,False,False,False
537298,13497,2010-12-06 11:37:00,153.5,54,9,9,-0.6707243380610598,-0.7041483516483517,-0.40469999999999995,False,False,False,False,False,False,False
537301,15860,2010-12-06 11:38:00,102.66,72,14,15,-0.9062515196263609,-0.5707307692307693,-0.06745,False,False,False,False,False,False,False
537312,14189,2010-12-06 11:42:00,311.24,254,9,9,0.0600399739002028,0.7782692307692308,-0.40469999999999995,False,False,False,False,False,False,False
537313,15304,2010-12-06 11:42:00,123.15,21,5,5,-0.8113272090387719,-0.9487472527472527,-0.6745,False,False,False,False,False,False,False
537332,14344,2010-12-06 11:58:00,322.8,120,12,12,0.11359414815069219,-0.21495054945054945,-0.20234999999999997,False,False,False,False,False,False,False
537334,16719,2010-12-06 12:06:00,430.73,146,44,44,0.6136029740032285,-0.022236263736263733,1.95605,False,False,False,False,False,False,False
537335,15048,2010-12-06 12:15:00,98.7,32,23,23,-0.9245970672069783,-0.8672142857142857,0.5396,False,False,False,False,False,False,False
537346,15301,2010-12-06 12:21:00,673.37,503,34,34,1.7376847075792443,2.623879120879121,1.28155,False,False,False,False,False,False,False
537350,14708,2010-12-06 12:23:00,419.06,350,12,12,0.5595392012088329,1.4898296703296703,-0.20234999999999997,False,False,False,False,False,False,False
537351,16898,2010-12-06 12:23:00,112.08,94,29,29,-0.8626113534118618,-0.40766483516483515,0.9442999999999999,False,False,False,False,False,False,False
537354,12748,2010-12-06 12:23:00,133.07,85,38,38,-0.7653706858065181,-0.47437362637362634,1.55135,False,False,False,False,False,False,False
537359,14825,2010-12-06 12:30:00,184.10000000000002,72,10,10,-0.5289632885744702,-0.5707307692307693,-0.33725,False,False,False,False,False,False,False
537360,18113,2010-12-06 12:31:00,76.32000000000001,72,1,1,-1.0282772073216802,-0.5707307692307693,-0.9442999999999999,False,False,False,False,False,False,False
537362,17596,2010-12-06 12:34:00,390.97,529,56,59,0.42940626395137227,2.8165934065934066,2.76545,False,False,False,False,False,False,False
537365,15078,2010-12-06 12:38:00,449.95000000000005,201,21,21,0.7026437377657204,0.3854285714285714,0.40469999999999995,False,False,False,False,False,False,False
537366,14085,2010-12-06 12:39:00,308.05,106,12,12,0.045261616126927626,-0.3187197802197802,-0.20234999999999997,False,False,False,False,False,False,False
537367,15078,2010-12-06 12:39:00,25.200000000000003,12,1,1,-1.2651015488169237,-1.0154560439560438,-0.9442999999999999,False,False,False,False,False,False,False
537369,17860,2010-12-06 12:41:00,226.45000000000002,93,49,52,-0.33276784917064445,-0.41507692307692307,2.2933,False,False,False,False,False,False,False
537370,13155,2010-12-06 12:44:00,379.7,168,51,52,0.3771955767711805,0.14082967032967034,2.4282,False,False,False,False,False,False,False
537371,15028,2010-12-06 12:47:00,185.97,119,14,14,-0.5203001133280676,-0.22236263736263737,-0.06745,False,False,False,False,False,False,False
537372,16919,2010-12-06 12:52:00,198.35,73,22,22,-0.4629471135684604,-0.5633186813186813,0.47214999999999996,False,False,False,False,False,False,False
537374,17259,2010-12-06 12:55:00,367.95,256,74,82,0.3227611868539443,0.7930934065934065,3.9795499999999997,False,False,True,True,False,True,False
537375,17019,2010-12-06 12:55:00,358.82,223,48,49,0.2804645077097429,0.5484945054945055,2.22585,False,False,False,False,False,False,False
537376,16722,2010-12-06 12:59:00,480.68,278,16,16,0.8450070400769261,0.9561593406593406,0.06745,False,False,False,False,False,False,False
537377,15882,2010-12-06 13:01:00,270.52,116,14,14,-0.1286041416257426,-0.2445989010989011,-0.06745,False,False,False,False,False,False,False
537380,15882,2010-12-06 13:12:00,100.80000000000001,48,2,2,-0.9148683677324083,-0.748620879120879,-0.8768499999999999,False,False,False,False,False,False,False
537381,14667,2010-12-06 13:13:00,511.56,372,24,24,0.9880652494934583,1.6528956043956045,0.60705,False,False,False,False,False,False,False
537382,16710,2010-12-06 13:13:00,370.42,192,53,54,0.33420399052165284,0.3187197802197802,2.5631,False,False,False,False,False,False,False
537384,15984,2010-12-06 13:21:00,122.7,56,5,5,-0.8134119303547512,-0.6893241758241758,-0.6745,False,False,False,False,False,False,False
537385,14487,2010-12-06 13:22:00,125.10000000000001,37,13,13,-0.8022934166695284,-0.8301538461538461,-0.1349,False,False,False,False,False,False,False
537387,13468,2010-12-06 13:34:00,222.18,84,14,14,-0.35254953810226985,-0.4817857142857143,-0.06745,False,False,False,False,False,False,False
537388,17682,2010-12-06 13:35:00,391.5,210,18,18,0.43186160239019217,0.45213736263736265,0.20234999999999997,False,False,False,False,False,False,False
537389,17757,2010-12-06 13:41:00,149.0,60,19,19,-0.6915715512208523,-0.6596758241758242,0.2698,False,False,False,False,False,False,False
537390,16658,2010-12-06 13:47:00,123.24,40,8,8,-0.810910264775576,-0.8079175824175824,-0.47214999999999996,False,False,False,False,False,False,False
537391,16550,2010-12-06 13:53:00,554.66,257,48,48,1.1877352244239159,0.8005054945054946,2.22585,False,False,False,False,False,False,False
537392,17068,2010-12-06 13:58:00,166.15,80,24,24,-0.612120505511865,-0.5114340659340659,0.60705,False,False,False,False,False,False,False
537393,13089,2010-12-06 13:59:00,2415.04,972,34,34,9.80634376180501,6.100148351648352,1.28155,True,True,False,True,True,True,False
537394,13089,2010-12-06 14:00:00,81.17999999999999,54,5,5,-1.005762217109104,-0.7041483516483517,-0.6745,False,False,False,False,False,False,False
537395,15356,2010-12-06 14:05:00,143.12,75,49,49,-0.718811909749648,-0.5484945054945055,2.2933,False,False,False,False,False,False,False
537396,17223,2010-12-06 14:08:00,292.84000000000003,64,29,30,-0.0252019643531712,-0.6300274725274725,0.9442999999999999,False,False,False,False,False,False,False
537397,16817,2010-12-06 14:19:00,244.20000000000002,164,10,10,-0.2505371750403515,0.11118131868131868,-0.33725,False,False,False,False,False,False,False
537399,13030,2010-12-06 14:31:00,402.36,174,50,57,0.482172876815825,0.1853021978021978,2.36075,False,False,False,False,False,False,False
537400,17191,2010-12-06 14:36:00,422.81,261,49,50,0.5769118788419935,0.8301538461538461,2.2933,False,False,False,False,False,False,False
537403,17191,2010-12-06 14:43:00,30.45,21,11,11,-1.2407798001304993,-0.9487472527472527,-0.2698,False,False,False,False,False,False,False
537404,17191,2010-12-06 14:46:00,56.85,38,11,11,-1.1184761495930493,-0.8227417582417582,-0.2698,False,False,False,False,False,False,False
537405,17841,2010-12-06 14:51:00,406.69,132,45,46,0.5022325285895809,-0.1260054945054945,2.0235,False,False,False,False,False,False,False
537407,15502,2010-12-06 14:55:00,192.7,34,6,6,-0.48912194786908897,-0.8523901098901099,-0.60705,False,False,False,False,False,False,False
537409,15194,2010-12-06 15:00:00,406.16,247,16,16,0.499777190150761,0.7263846153846154,0.06745,False,False,False,False,False,False,False
537410,14409,2010-12-06 15:03:00,151.20000000000002,72,1,1,-0.6813795803427315,-0.5707307692307693,-0.9442999999999999,False,False,False,False,False,False,False
537412,14409,2010-12-06 15:06:00,177.60000000000002,96,1,1,-0.5590759298052816,-0.3928406593406593,-0.9442999999999999,False,False,False,False,False,False,False
537415,16654,2010-12-06 15:09:00,227.4,63,9,9,-0.3283667708369105,-0.6374395604395604,-0.40469999999999995,False,False,False,False,False,False,False
537418,17884,2010-12-06 15:13:00,135.01,65,33,35,-0.7563832205776297,-0.6226153846153847,1.2141,False,False,False,False,False,False,False
537419,13495,2010-12-06 15:14:00,510.95,209,14,14,0.9852392939317974,0.44472527472527473,-0.06745,False,False,False,False,False,False,False
537420,17519,2010-12-06 15:18:00,335.3,184,18,18,0.17150307359456046,0.2594230769230769,0.20234999999999997,False,False,False,False,False,False,False
537421,17218,2010-12-06 15:25:00,287.54,129,48,49,-0.0497553487413714,-0.14824175824175825,2.22585,False,False,False,False,False,False,False
537422,17812,2010-12-06 15:27:00,193.29999999999998,127,27,29,-0.4863423194477832,-0.16306593406593406,0.8093999999999999,False,False,False,False,False,False,False
537423,14215,2010-12-06 15:34:00,166.0,104,6,6,-0.6128154126171915,-0.33354395604395604,-0.60705,False,False,False,False,False,False,False
537424,15602,2010-12-06 15:35:00,92.55000000000001,57,3,3,-0.9530882585253614,-0.6819120879120879,-0.8093999999999999,False,False,False,False,False,False,False
537428,17320,2010-12-06 15:38:00,450.92,210,22,22,0.7071374703801645,0.45213736263736265,0.47214999999999996,False,False,False,False,False,False,False
537429,12748,2010-12-06 15:54:00,82.12,119,20,21,-1.0014074659157253,-0.22236263736263737,0.33725,False,False,False,False,False,False,False
537433,12913,2010-12-06 16:36:00,417.62,146,4,4,0.5528680929976993,-0.022236263736263733,-0.74195,False,False,False,False,False,False,False
537435,17920,2010-12-06 16:58:00,221.5,82,14,14,-0.35569978364641636,-0.4966098901098901,-0.06745,False,False,False,False,False,False,False
537440,17869,2010-12-06 17:16:00,214.32,67,16,16,-0.38896267042137433,-0.6077912087912087,0.06745,False,False,False,False,False,False,False
537441,13564,2010-12-06 17:26:00,536.0500000000001,255,40,40,1.1015204162230852,0.7856813186813186,1.68625,False,False,False,False,False,False,False
537446,18055,2010-12-07 09:13:00,569.03,201,28,28,1.2543073251141867,0.3854285714285714,0.8768499999999999,False,False,False,False,False,False,False
537447,13963,2010-12-07 09:21:00,151.3,54,7,7,-0.6809163089391805,-0.7041483516483517,-0.5396,False,False,False,False,False,False,False
537448,17450,2010-12-07 09:23:00,39.6,6,1,1,-1.1983904667055874,-1.0599285714285716,-0.9442999999999999,False,False,False,False,False,False,False
537456,17450,2010-12-07 09:43:00,1989.2400000000002,780,2,2,7.833734125485082,4.677027472527472,-0.8768499999999999,True,True,False,True,True,True,False
537457,17511,2010-12-07 09:51:00,1644.94,914,19,19,6.238690683059173,5.670247252747252,0.2698,True,True,False,True,True,True,False
537458,17091,2010-12-07 09:55:00,293.45000000000005,101,13,13,-0.022376008791510364,-0.35578021978021973,-0.1349,False,False,False,False,False,False,False
537459,17470,2010-12-07 09:57:00,178.4,112,11,11,-0.5553697585768741,-0.27424725274725276,-0.2698,False,False,False,False,False,False,False
537460,17616,2010-12-07 10:04:00,326.4,128,1,1,0.13027191867852608,-0.15565384615384617,-0.9442999999999999,False,False,False,False,False,False,False
537461,15649,2010-12-07 10:06:00,510.0,120,1,1,0.9808382155980635,-0.21495054945054945,-0.9442999999999999,False,False,False,False,False,False,False
537462,17228,2010-12-07 10:06:00,172.65,89,12,12,-0.5820078642810536,-0.44472527472527473,-0.20234999999999997,False,False,False,False,False,False,False
537464,14907,2010-12-07 10:14:00,618.07,234,28,28,1.4814956214155712,0.6300274725274725,0.8768499999999999,False,False,False,False,False,False,False
537465,17735,2010-12-07 10:32:00,454.6,218,22,22,0.7241858580308393,0.5114340659340659,0.47214999999999996,False,False,False,False,False,False,False
537467,16059,2010-12-07 10:36:00,118.25,51,18,18,-0.8340275078127684,-0.7263846153846154,0.20234999999999997,False,False,False,False,False,False,False
537469,17720,2010-12-07 10:43:00,102.0,24,1,1,-0.909309110889797,-0.926510989010989,-0.9442999999999999,False,False,False,False,False,False,False
537470,15018,2010-12-07 10:47:00,111.25,21,5,5,-0.8664565060613345,-0.9487472527472527,-0.6745,False,False,False,False,False,False,False
537471,14344,2010-12-07 10:51:00,17.85,3,1,1,-1.2991519969779184,-1.0821648351648352,-0.9442999999999999,False,False,False,False,False,False,False
537472,12971,2010-12-07 11:11:00,111.54,126,6,6,-0.8651130189910367,-0.17047802197802198,-0.60705,False,False,False,False,False,False,False
537476,15838,2010-12-07 11:26:00,957.5,550,3,3,3.0539777464885476,2.9722472527472523,-0.8093999999999999,True,False,False,True,False,False,False
537484,14733,2010-12-07 11:30:00,1830.02,680,28,28,7.096113396751263,3.9358186813186813,0.8768499999999999,True,True,False,True,True,True,False
537489,17017,2010-12-07 11:33:00,511.8,396,21,21,0.9891771008619805,1.8307857142857142,0.40469999999999995,False,False,False,False,False,False,False
537509,13756,2010-12-07 11:41:00,532.8000000000001,288,2,2,1.0864640956076794,1.0302802197802197,-0.8768499999999999,False,False,False,False,False,False,False
537523,14176,2010-12-07 11:45:00,159.55,61,9,9,-0.6426964181462275,-0.6522637362637362,-0.40469999999999995,False,False,False,False,False,False,False
537538,15353,2010-12-07 11:49:00,311.65,131,12,12,0.061939386654761536,-0.13341758241758242,-0.20234999999999997,False,False,False,False,False,False,False
537567,18119,2010-12-07 11:59:00,180.7,124,29,29,-0.5447145162952025,-0.1853021978021978,0.9442999999999999,False,False,False,False,False,False,False
537592,17491,2010-12-07 12:18:00,327.4,268,5,5,0.13490463271403555,0.8820384615384615,-0.6745,False,False,False,False,False,False,False
537593,14282,2010-12-07 12:21:00,571.0,300,13,13,1.2634337717641406,1.1192252747252747,-0.1349,False,False,False,False,False,False,False
537595,13569,2010-12-07 12:29:00,109.82000000000001,43,23,23,-0.8730812871321131,-0.7856813186813186,0.5396,False,False,False,False,False,False,False
537598,14135,2010-12-07 12:37:00,319.0,80,14,14,0.09598983481575618,-0.5114340659340659,-0.06745,False,False,False,False,False,False,False
537599,17954,2010-12-07 12:37:00,19.9,2,1,1,-1.289654933205124,-1.089576923076923,-0.9442999999999999,False,False,False,False,False,False,False
537601,17287,2010-12-07 12:43:00,108.78,62,9,9,-0.877899309729043,-0.6448516483516483,-0.40469999999999995,False,False,False,False,False,False,False
537603,14673,2010-12-07 12:49:00,373.49,213,15,15,0.3484264226106668,0.47437362637362634,0.0,False,False,False,False,False,False,False
537604,13488,2010-12-07 13:01:00,1381.92,516,45,45,5.020194237439474,2.7202362637362634,2.0235,True,False,False,True,True,True,False
537605,16221,2010-12-07 13:13:00,166.74,52,12,12,-0.6093872042309145,-0.7189725274725275,-0.20234999999999997,False,False,False,False,False,False,False
537606,15002,2010-12-07 13:16:00,631.65,279,30,31,1.5444078780177894,0.9635714285714286,1.01175,False,False,False,False,False,False,False
537607,15965,2010-12-07 13:18:00,156.19,74,16,16,-0.6582623373055393,-0.5559065934065934,0.06745,False,False,False,False,False,False,False
537608,15024,2010-12-07 13:20:00,444.42,235,46,47,0.6770248291493529,0.6374395604395604,2.0909500000000003,False,False,False,False,False,False,False
537609,17675,2010-12-07 13:22:00,617.12,236,12,12,1.4770945430818372,0.6448516483516483,-0.20234999999999997,False,False,False,False,False,False,False
537612,13769,2010-12-07 13:28:00,322.3,122,10,10,0.11127779113293745,-0.20012637362637364,-0.33725,False,False,False,False,False,False,False
537614,16904,2010-12-07 13:29:00,322.8,137,30,30,0.11359414815069219,-0.08894505494505493,1.01175,False,False,False,False,False,False,False
537615,15898,2010-12-07 13:30:00,139.0,20,5,5,-0.737898691575947,-0.9561593406593406,-0.6745,False,False,False,False,False,False,False
537616,16904,2010-12-07 13:30:00,15.9,2,1,1,-1.3081857893471618,-1.089576923076923,-0.9442999999999999,False,False,False,False,False,False,False
537617,16086,2010-12-07 13:45:00,177.26,76,8,8,-0.560651052577355,-0.5410824175824176,-0.47214999999999996,False,False,False,False,False,False,False
537618,15061,2010-12-07 13:50:00,2022.16,956,16,16,7.986243071534052,5.9815549450549454,0.06745,True,True,False,True,True,True,False
537619,13786,2010-12-07 13:53:00,230.4,136,7,7,-0.31446862873038217,-0.09635714285714285,-0.5396,False,False,False,False,False,False,False
537620,13880,2010-12-07 14:00:00,97.8,54,6,6,-0.9287665098389367,-0.7041483516483517,-0.60705,False,False,False,False,False,False,False
537622,13173,2010-12-07 14:30:00,165.94,114,23,23,-0.6130933754593221,-0.2594230769230769,0.5396,False,False,False,False,False,False,False
537623,15858,2010-12-07 14:31:00,383.93,199,44,44,0.39679195714138554,0.3706043956043956,1.95605,False,False,False,False,False,False,False
537624,12748,2010-12-07 14:41:00,295.11,146,53,57,-0.014685703492564805,-0.022236263736263733,2.5631,False,False,False,False,False,False,False
537625,15180,2010-12-07 14:57:00,87.5,36,6,6,-0.9764834644046843,-0.8375659340659339,-0.60705,False,False,False,False,False,False,False
537627,14739,2010-12-07 14:58:00,713.88,476,12,12,1.9253559531577324,2.423752747252747,-0.20234999999999997,False,False,False,False,False,False,False
537628,16293,2010-12-07 15:02:00,378.75,189,16,16,0.37279449843744655,0.2964835164835165,0.06745,False,False,False,False,False,False,False
537629,17419,2010-12-07 15:03:00,356.87,191,18,18,0.2714307153404995,0.31130769230769234,0.20234999999999997,False,False,False,False,False,False,False
537631,17419,2010-12-07 15:04:00,17.4,12,1,1,-1.3012367182938975,-1.0154560439560438,-0.9442999999999999,False,False,False,False,False,False,False
537634,16775,2010-12-07 15:15:00,231.9,62,18,18,-0.3075195576771179,-0.6448516483516483,0.20234999999999997,False,False,False,False,False,False,False
537635,16306,2010-12-07 15:18:00,68.1,30,2,2,-1.0663581166935678,-0.8820384615384615,-0.8768499999999999,False,False,False,False,False,False,False
537636,16950,2010-12-07 15:20:00,172.0,32,3,3,-0.5850191284041347,-0.8672142857142857,-0.8093999999999999,False,False,False,False,False,False,False
537646,17591,2010-12-07 15:39:00,384.3,124,67,71,0.3985060613345241,-0.1853021978021978,3.5073999999999996,False,False,True,True,False,True,False
537648,12839,2010-12-07 15:48:00,402.61,271,22,22,0.48333105532470233,0.9042747252747253,0.47214999999999996,False,False,False,False,False,False,False
537649,13807,2010-12-07 15:48:00,112.6,36,7,7,-0.8602023421133967,-0.8375659340659339,-0.5396,False,False,False,False,False,False,False
537650,16125,2010-12-07 15:48:00,289.35,124,13,13,-0.04137013633709926,-0.1853021978021978,-0.1349,False,False,False,False,False,False,False
537653,17897,2010-12-07 15:54:00,247.33,80,34,34,-0.2360367801092069,-0.5114340659340659,1.28155,False,False,False,False,False,False,False
537655,15081,2010-12-07 16:20:00,111.15,57,8,8,-0.8669197774648855,-0.6819120879120879,-0.47214999999999996,False,False,False,False,False,False,False
537657,18102,2010-12-07 16:42:00,9639.12,2790,5,5,43.273440571448205,19.575324175824175,-0.6745,True,True,False,True,True,True,False
537658,18102,2010-12-07 16:43:00,395.76,120,3,3,0.45159696418146245,-0.21495054945054945,-0.8093999999999999,False,False,False,False,False,False,False
